BRC ID
fig|1108595.43.peg.4364
fig|1108595.50.peg.4364
fig|110937.20.peg.4387
fig|1124743.5.peg.1997
fig|1134687.838.peg.7253
fig|1144547.3.peg.5220
fig|1157987.3.peg.1514
fig|1157987.4.peg.1514
fig|1160750.4.peg.5719
fig|1163398.8.peg.5986
fig|117681.30.peg.2512
fig|1201031.36.peg.1287
fig|1201031.40.peg.1287
fig|1201031.41.peg.1287
fig|1201031.43.peg.1286
fig|1201031.44.peg.1287
fig|1214071.7.peg.3145
fig|1254.123.peg.611
fig|1254.147.peg.2098
fig|1254.148.peg.1938
fig|1254.149.peg.1862
fig|1254.150.peg.1906
fig|1254.151.peg.708
fig|1254.152.peg.2028
fig|1254.153.peg.1963
fig|1254.192.peg.87
fig|1254.198.peg.2071
fig|1254.204.peg.2079
fig|1254.207.peg.2067
fig|1254.210.peg.2073
fig|1254.214.peg.69
fig|1254.215.peg.2064
fig|1254.219.peg.1705
fig|1254.222.peg.1784
fig|1254.224.peg.2071
fig|1254.225.peg.310
fig|1254.226.peg.2067
fig|1254.230.peg.2044
fig|1254.235.peg.1913
fig|1254.239.peg.1801
fig|1254.248.peg.1723
fig|1254.251.peg.2079
fig|1254.255.peg.1788
fig|1254.262.peg.2076
fig|1254.265.peg.1827
fig|1254.280.peg.2077
fig|1254.282.peg.1037
fig|1254.284.peg.2072
fig|1254.285.peg.2070
fig|1254.287.peg.2072
fig|1254.288.peg.1860
fig|1254.289.peg.2072
fig|1254.290.peg.2068
fig|1254.291.peg.1785
fig|1254.310.peg.1792
fig|1254.416.peg.2044
fig|1254.417.peg.2123
fig|1254.461.peg.1912
fig|1254.558.peg.25
fig|1254.558.peg.79
fig|1254.620.peg.2059
fig|1254.650.peg.68
fig|1254.651.peg.39
fig|1254.713.peg.302
fig|1254.722.peg.317
fig|1254.758.peg.1989
fig|1254.794.peg.2174
fig|1254.795.peg.1950
fig|1254.796.peg.1126
fig|1254.797.peg.1940
fig|1254.818.peg.1966
fig|1254.843.peg.1778
fig|1254.844.peg.1746
fig|1254.850.peg.2066
fig|1254.851.peg.1995
fig|1254.857.peg.1991
fig|1288410.12.peg.496
fig|1288410.13.peg.597
fig|130049.6.peg.3172
fig|130049.7.peg.1021
fig|1303090.3.peg.3412
fig|1306.105.peg.1203
fig|1307.7887.peg.390
fig|1307.7965.peg.309
fig|1313.21223.peg.2174
fig|1318.1175.peg.1941
fig|132474.58.peg.3
fig|1353.205.peg.461
fig|138532.12.peg.2035
fig|138532.29.peg.551
fig|138532.31.peg.2750
fig|1397.26.peg.3485
fig|1420891.3.peg.924
fig|1457232.4.peg.5306
fig|1463165.655.peg.4052
fig|1463165.676.peg.4052
fig|1463165.992.peg.2699
fig|1463165.992.peg.2836
fig|146819.40.peg.2613
fig|146819.56.peg.3977
fig|147207.100.peg.383
fig|147207.101.peg.416
fig|149539.2586.peg.1876
fig|149539.2608.peg.2084
fig|149539.2669.peg.1876
fig|149539.2691.peg.2084
fig|152480.112.peg.979
fig|1535768.10.peg.2120
fig|1547.118.peg.307
fig|1552759.3.peg.260
fig|156981.4.peg.4156
fig|158836.1555.peg.608
fig|158836.261.peg.2825
fig|158836.283.peg.3032
fig|158836.847.peg.11513
fig|158836.847.peg.11491
fig|158836.847.peg.11535
fig|158836.847.peg.11544
fig|158836.848.peg.10570
fig|158836.848.peg.10571
fig|158836.848.peg.10580
fig|158836.848.peg.10560
fig|158836.848.peg.10549
fig|158836.848.peg.10613
fig|158836.848.peg.10593
fig|158836.848.peg.10603
fig|158836.848.peg.10649
fig|158836.848.peg.10629
fig|158836.848.peg.10639
fig|158836.848.peg.10660
fig|158836.848.peg.10699
fig|158836.848.peg.10732
fig|158836.848.peg.10713
fig|158836.848.peg.10722
fig|158836.848.peg.10769
fig|158836.848.peg.10779
fig|158836.848.peg.10830
fig|158836.848.peg.10857
fig|158836.848.peg.10847
fig|158836.848.peg.10837
fig|158836.848.peg.10880
fig|158836.848.peg.10870
fig|158836.849.peg.10778
fig|158836.849.peg.10791
fig|158836.849.peg.10827
fig|158836.849.peg.10817
fig|1590.2249.peg.21
fig|1590.4198.peg.3249
fig|1597781.5.peg.5823
fig|1639133.12.peg.5200
fig|1671.18.peg.2337
fig|168471.48.peg.304
fig|168471.53.peg.894
fig|168471.58.peg.2062
fig|168471.59.peg.2267
fig|168471.62.peg.2081
fig|1748.51.peg.3016
fig|1748.52.peg.1921
fig|1748967.9.peg.4050
fig|1750.303.peg.2629
fig|1750.4.peg.2433
fig|1750.409.peg.657
fig|175628.25.peg.876
fig|1829.76.peg.2365
fig|1829.78.peg.2365
fig|1829.80.peg.2365
fig|1829.86.peg.2365
fig|1852386.20.peg.1922
fig|1869227.5220.peg.340
fig|1871066.11.peg.3852
fig|1871066.119.peg.6684
fig|1871066.121.peg.3831
fig|1871066.122.peg.2656
fig|1871066.135.peg.3503
fig|1871066.137.peg.3733
fig|1871066.139.peg.3763
fig|1871066.141.peg.4888
fig|1871066.146.peg.3939
fig|1871066.154.peg.5912
fig|1871066.171.peg.1162
fig|1871066.175.peg.5689
fig|1871066.188.peg.237
fig|1871066.191.peg.7204
fig|1871066.195.peg.3394
fig|1871066.199.peg.6209
fig|1871066.203.peg.3285
fig|1871066.213.peg.4256
fig|1871066.26.peg.2686
fig|1871066.267.peg.4411
fig|1871066.285.peg.2944
fig|1871066.306.peg.679
fig|1871066.310.peg.6051
fig|1871066.311.peg.6503
fig|1871066.322.peg.6423
fig|1871066.323.peg.6141
fig|1871066.345.peg.6286
fig|1871066.36.peg.4400
fig|1871066.381.peg.6030
fig|1871066.382.peg.6036
fig|1871066.383.peg.8260
fig|1871066.403.peg.1962
fig|1871066.436.peg.952
fig|1871066.457.peg.2827
fig|1871066.464.peg.109
fig|1871066.466.peg.3452
fig|1871066.489.peg.2145
fig|1871066.495.peg.6238
fig|1871066.501.peg.3133
fig|1871066.528.peg.679
fig|1871066.529.peg.1223
fig|1871066.559.peg.6090
fig|1871066.562.peg.1546
fig|1871066.567.peg.2986
fig|1871066.84.peg.1046
fig|1872515.6.peg.1094
fig|1872532.13.peg.1761
fig|1873463.24.peg.2821
fig|1873463.51.peg.607
fig|1874.22.peg.4070
fig|1883427.1531.peg.104
fig|1883427.1705.peg.1205
fig|1883427.3287.peg.605
fig|1883427.455.peg.601
fig|1884585.11.peg.3247
fig|1884585.12.peg.308
fig|1887.12.peg.3461
fig|1890658.3.peg.3420
fig|1891241.456.peg.2
fig|1898112.194.peg.1859
fig|1898203.2185.peg.337
fig|1898207.4508.peg.375
fig|1898207.4620.peg.375
fig|1901.28.peg.3441
fig|1903720.36.peg.2169
fig|1906666.1258.peg.2021
fig|1909294.1261.peg.1823
fig|1909295.359.peg.1779
fig|1909295.38.peg.1136
fig|1911.57.peg.1061
fig|1911520.37.peg.364
fig|191292.37.peg.547
fig|1913988.126.peg.337
fig|1913988.1808.peg.1018
fig|1913988.419.peg.2006
fig|1913989.1961.peg.1614
fig|1913989.1989.peg.1614
fig|1913989.2051.peg.1614
fig|1913989.2129.peg.1614
fig|1913989.2229.peg.1614
fig|1919.30.peg.986
fig|1923.13.peg.4455
fig|1923.17.peg.7540
fig|1923.19.peg.8575
fig|1926288.17.peg.3228
fig|1928.131.peg.3463
fig|1930.142.peg.3964
fig|1930145.3.peg.1247
fig|1938820.4.peg.63
fig|1938820.5.peg.4346
fig|1940.18.peg.7597
fig|195709.91.peg.2513
fig|195709.92.peg.159
fig|1962953.5.peg.4098
fig|1962953.6.peg.4098
fig|1962953.7.peg.4098
fig|1962953.8.peg.4098
fig|1971748.10.peg.9898
fig|1977087.4582.peg.1415
fig|1977087.701.peg.4352
fig|1977087.986.peg.2380
fig|1978228.47.peg.3014
fig|198620.76.peg.2108
fig|200453.3.peg.384
fig|2011094.235.peg.489
fig|2015801.21.peg.1735
fig|2015901.22.peg.1642
fig|2018669.4.peg.5936
fig|2023717.33.peg.172
fig|2024894.514.peg.1561
fig|2026724.2696.peg.4923
fig|2026759.37.peg.3348
fig|2029185.45.peg.2622
fig|2030800.101.peg.429
fig|2035.71.peg.2731
fig|2035.80.peg.2731
fig|2035772.240.peg.76
fig|2044936.297.peg.230
fig|2049431.67.peg.2187
fig|2052139.625.peg.323
fig|2052180.579.peg.712
fig|2052180.62.peg.181
fig|2053542.44.peg.863
fig|2053611.12.peg.951
fig|2058152.272.peg.4525
fig|2072421.13.peg.411
fig|2073117.955.peg.1629
fig|2080302.136.peg.1934
fig|2080302.23.peg.1534
fig|2081523.140.peg.3265
fig|2081523.186.peg.3265
fig|2081523.236.peg.3265
fig|2081523.48.peg.3265
fig|2081523.94.peg.3265
fig|208224.246.peg.73
fig|208224.325.peg.3456
fig|2172549.5.peg.1744
fig|2233914.3.peg.2728
fig|2268189.21.peg.1647
fig|2268189.22.peg.868
fig|2268199.245.peg.4735
fig|227866.22.peg.2261
fig|2283092.192.peg.1263
fig|2283092.204.peg.3444
fig|2292900.3.peg.431
fig|2293833.3.peg.3626
fig|2306968.29.peg.3062
fig|2306968.46.peg.2233
fig|2306968.53.peg.1478
fig|2316722.3.peg.5968
fig|2320860.3.peg.4528
fig|2338368.3.peg.1682
fig|2339230.153.peg.4386
fig|2426.23.peg.2055
fig|2426.24.peg.2018
fig|244366.1194.peg.5416
fig|244366.1431.peg.727
fig|244366.1431.peg.2280
fig|244366.500.peg.4682
fig|244366.502.peg.3335
fig|244366.913.peg.3129
fig|2448054.173.peg.2259
fig|2448779.340.peg.2631
fig|2448782.67.peg.1214
fig|2479202.3.peg.3268
fig|2480626.3.peg.3140
fig|2487409.3.peg.2290
fig|2491023.5.peg.4818
fig|2493669.3.peg.3691
fig|2500535.4.peg.2066
fig|2509720.3.peg.1839
fig|2530452.3.peg.2691
fig|2560026.3.peg.1079
fig|2560026.4.peg.1079
fig|2560054.4.peg.8426
fig|2561932.3.peg.2921
fig|2563100.3.peg.792
fig|2565559.3.peg.118
fig|2582612.3.peg.1798
fig|2590157.273.peg.2681
fig|2590157.51.peg.4956
fig|2590157.52.peg.6581
fig|2590157.56.peg.6492
fig|2590157.57.peg.11788
fig|2590157.67.peg.4956
fig|2590157.68.peg.6581
fig|2590157.72.peg.11788
fig|2590157.73.peg.6492
fig|2591016.3.peg.531
fig|2594459.3.peg.7614
fig|2594478.3.peg.4035
fig|2598459.3.peg.1623
fig|2604467.3.peg.2773
fig|2606708.3.peg.1821
fig|2607835.3.peg.6350
fig|2607838.3.peg.1235
fig|2651171.195.peg.5187
fig|2651171.414.peg.2225
fig|2651171.441.peg.1046
fig|2681552.3.peg.871
fig|2681983.3.peg.1397
fig|2690258.3.peg.472
fig|2696567.3.peg.345
fig|2715210.3.peg.1750
fig|2717028.3.peg.2159
fig|2720421.3.peg.4264
fig|2721246.3.peg.10037
fig|2725411.3.peg.182
fig|2728912.21.peg.2877
fig|2735303.3.peg.3747
fig|2745233.3.peg.2844
fig|2745234.3.peg.1688
fig|2745268.3.peg.693
fig|2749807.4.peg.4520
fig|2749991.4.peg.3457
fig|2759949.3.peg.4264
fig|2769305.3.peg.2453
fig|2771375.88.peg.1518
fig|2774137.4.peg.3225
fig|2774296.9.peg.994
fig|2780405.5.peg.4850
fig|2780405.6.peg.4850
fig|2782605.3.peg.1468
fig|2782616.3.peg.3103
fig|2782616.5.peg.3103
fig|2785916.3.peg.3689
fig|2792787.29.peg.973
fig|2793154.14.peg.840
fig|2796960.3.peg.1532
fig|28037.1911.peg.1173
fig|28038.193.peg.501
fig|2803843.3.peg.1833
fig|2806419.62.peg.676
